Location_ID,County,City,State,Postal Code,Vehicle Location,Longitude,Latitude
L000654,Pacific,South Bend,WA,98586,POINT (-123.81213 46.66546),-123.81213,46.66546
L000655,Grays Harbor,Quinault,WA,98575,POINT (-123.812395 47.492065),-123.812395,47.492065
L000656,Grays Harbor,Aberdeen,WA,98520,POINT (-123.8206 46.97789),-123.8206,46.97789
L000657,Grays Harbor,Hoquiam,WA,98550,POINT (-123.8868787 46.9805308),-123.8868787,46.9805308
L000658,Grays Harbor,Amanda Park,WA,98526,POINT (-123.9252642 47.4710694),-123.9252642,47.4710694
L000659,Pacific,Chinook,WA,98614,POINT (-123.9490486 46.2769106),-123.9490486,46.2769106
L000660,Pacific,Bay Center,WA,98527,POINT (-123.95362 46.629685),-123.95362,46.629685
L000661,Pacific,North Cove,WA,98590,POINT (-123.99449 46.71071),-123.99449,46.71071
L000662,Pacific,Oysterville,WA,98641,POINT (-124.02858 46.548715),-124.02858,46.548715
L000663,Pacific,Ilwaco,WA,98624,POINT (-124.038905 46.30883),-124.038905,46.30883
L000664,Pacific,Ocean Park,WA,98640,POINT (-124.04853 46.4972),-124.04853,46.4972
L000665,Pacific,Long Beach,WA,98631,POINT (-124.05472 46.34691),-124.05472,46.34691
L000666,Pacific,Seaview,WA,98644,POINT (-124.05485 46.33213),-124.05485,46.33213
L000667,Grays Harbor,Moclips,WA,98562,POINT (-124.064733792 47.337628),-124.064733792,47.337628
L000668,Grays Harbor,Grayland,WA,98547,POINT (-124.084295 46.746475),-124.084295,46.746475
L000669,Grays Harbor,Westport,WA,98595,POINT (-124.107315 46.886855),-124.107315,46.886855
L000670,Grays Harbor,Ocean Shores,WA,98569,POINT (-124.1599804 47.0075271),-124.1599804,47.0075271
L000671,Grays Harbor,Copalis Beach,WA,98535,POINT (-124.17386 47.11043),-124.17386,47.11043
L000672,Grays Harbor,Copalis Crossing,WA,98536,POINT (-124.1853792 47.1587097),-124.1853792,47.1587097
L000673,Grays Harbor,Pacific Beach,WA,98571,POINT (-124.1965652 47.1969238),-124.1965652,47.1969238
L000674,Jefferson,Forks,WA,98331,POINT (-124.25311 47.81012),-124.25311,47.81012
L000675,Clallam,Clallam Bay,WA,98326,POINT (-124.264464 48.249578),-124.264464,48.249578
L000676,Grays Harbor,Taholah,WA,98587,POINT (-124.2846109 47.3366186),-124.2846109,47.3366186
L000677,Clallam,Beaver,WA,98305,POINT (-124.3405386 48.0646572),-124.3405386,48.0646572
L000678,Clallam,Sekiu,WA,98381,POINT (-124.3746458 48.2840285),-124.3746458,48.2840285
L000679,Clallam,Neah Bay,WA,98357,POINT (-124.6140781 48.3654909),-124.6140781,48.3654909
L000680,Anchorage,Eagle River,AK,99577,POINT (-149.5683 61.323155),-149.5683,61.323155
L000681,Hawaii,Kailua Kona,HI,96740,POINT (-155.9821791 19.6729573),-155.9821791,19.6729573
L000682,Maui,Kihei,HI,96753,POINT (-156.4531185 20.7761437),-156.4531185,20.7761437
L000683,Honolulu,Kailua,HI,96734,POINT (-157.74382 21.39805),-157.74382,21.39805
L000684,Honolulu,Honolulu,HI,96818,POINT (-157.921378 21.349253),-157.921378,21.349253
L000685,Honolulu,Mililani,HI,96789,POINT (-158.01157 21.45823),-158.01157,21.45823
L000686,Honolulu,Ewa Beach,HI,96706,POINT (-158.019325 21.33516),-158.019325,21.33516
L000687,Kauai,Kekaha,HI,96752,POINT (-159.7126127 21.9701404),-159.7126127,21.9701404
L000688,Rockingham,Portsmouth,NH,03804,POINT (-70.7432164 43.0827061),-70.7432164,43.0827061
L000689,Essex,Lynn,MA,01905,POINT (-70.9720636 42.4629082),-70.9720636,42.4629082
L000690,Middlesex,Hanscom Afb,MA,01731,POINT (-71.2766209 42.4570299),-71.2766209,42.4570299
L000691,Newport,Middletown,RI,2842,POINT (-71.286061 41.514449),-71.286061,41.514449
L000692,Middlesex,Chelmsford,MA,01824,POINT (-71.351056 42.59733),-71.351056,42.59733
L000693,Providence,Providence,RI,2909,POINT (-71.435185 41.81883),-71.435185,41.81883
L000694,Worcester,Shrewsbury,MA,01545,POINT (-71.7213729 42.2841024),-71.7213729,42.2841024
L000695,New London,Mystic,CT,06355,POINT (-71.967835 41.354655),-71.967835,41.354655
L000696,New London,Gales Ferry,CT,06335,POINT (-72.064353 41.42546),-72.064353,41.42546
L000697,New London,Groton,CT,06340,POINT (-72.073825 41.37517),-72.073825,41.37517
L000698,New London,Waterford,CT,06385,POINT (-72.1392432 41.3461699),-72.1392432,41.3461699
L000699,New London,Old Lyme,CT,06371,POINT (-72.27884 41.28689),-72.27884,41.28689
L000700,New Haven,Madison,CT,06443,POINT (-72.610716 41.313697),-72.610716,41.313697
L000701,Saratoga,Saratoga Springs,NY,12866,POINT (-73.786645 43.080115),-73.786645,43.080115
L000702,Saratoga,Greenfield Center,NY,12833,POINT (-73.845094 43.12833),-73.845094,43.12833
L000703,Essex,Newark,NJ,07103,POINT (-74.18794 40.736555),-74.18794,40.736555
L000704,Essex,Bloomfield,NJ,07003,POINT (-74.1921773 40.8016761),-74.1921773,40.8016761
L000705,Essex,Montclair,NJ,07042,POINT (-74.215555 40.816355),-74.215555,40.816355
L000706,Middlesex,East Brunswick,NJ,8816,POINT (-74.4053216 40.4257584),-74.4053216,40.4257584
L000707,Burlington,Joint Base Mdl,NJ,08641,POINT (-74.583478 40.036594),-74.583478,40.036594
L000708,Atlantic,Egg Harbor Township,NJ,08234,POINT (-74.5917115 39.3964835),-74.5917115,39.3964835
L000709,Mercer,Princeton,NJ,08540,POINT (-74.649899 40.3563385),-74.649899,40.3563385
L000710,Burlington,Medford,NJ,08055,POINT (-74.822919 39.872686),-74.822919,39.872686
L000711,St. Lawrence,Ogdensburg,NY,13669,POINT (-75.48625 44.69457),-75.48625,44.69457
L000712,Kent,Dover,DE,19901,POINT (-75.5183205 39.1601351),-75.5183205,39.1601351
L000713,Jefferson,Watertown,NY,13603,POINT (-75.8131886 44.045225),-75.8131886,44.045225
L000714,Virginia Beach,Virginia Beach,VA,23453,POINT (-76.080818 36.792714),-76.080818,36.792714
L000715,Virginia Beach,Virginia Beach,VA,23456,POINT (-76.11799 36.784765),-76.11799,36.784765
L000716,Currituck,Moyock,NC,27958,POINT (-76.1401529 36.5125625),-76.1401529,36.5125625
L000717,Harford,Aberdeen Proving Ground,MD,21005,POINT (-76.1438888 39.4944311),-76.1438888,39.4944311
L000718,Virginia Beach,Virginia Beach,VA,23455,POINT (-76.151177 36.889277),-76.151177,36.889277
L000719,Virginia Beach,Virginia Beach,VA,23464,POINT (-76.1801634 36.8001756),-76.1801634,36.8001756
L000720,Chesapeake,Chesapeake,VA,23320,POINT (-76.237441 36.755166),-76.237441,36.755166
L000721,Norfolk,Norfolk,VA,23503,POINT (-76.251684 36.942546),-76.251684,36.942546
L000722,Harford,Edgewood,MD,21040,POINT (-76.3042047 39.4275903),-76.3042047,39.4275903
L000723,Portsmouth,Portsmouth,VA,23707,POINT (-76.344027 36.836325),-76.344027,36.836325
L000724,Chesapeake,Chesapeake,VA,23321,POINT (-76.4177819 36.8223986),-76.4177819,36.8223986
L000725,York,Yorktown,VA,23693,POINT (-76.434071 37.112964),-76.434071,37.112964
L000726,Suffolk,Suffolk,VA,23435,POINT (-76.4531992 36.8624693),-76.4531992,36.8624693
L000727,"St. Mary's",Lexington Park,MD,20653,POINT (-76.4583767 38.2561309),-76.4583767,38.2561309
L000728,Anne Arundel,Arnold,MD,21012,POINT (-76.500015 39.052025),-76.500015,39.052025
L000729,Newport News,Newport News,VA,23602,POINT (-76.516165 37.117004),-76.516165,37.117004
L000730,Calvert,Chesapeake Beach,MD,20732,POINT (-76.5366239 38.6673816),-76.5366239,38.6673816
L000731,Anne Arundel,Edgewater,MD,21037,POINT (-76.541773 38.9259503),-76.541773,38.9259503
L000732,Anne Arundel,Gambrills,MD,21054,POINT (-76.67903 39.038),-76.67903,39.038
L000733,Williamsburg,Williamsburg,VA,23185,POINT (-76.7089719 37.2717562),-76.7089719,37.2717562
L000734,Anne Arundel,Odenton,MD,21113,POINT (-76.7111947 39.0745637),-76.7111947,39.0745637
L000735,Anne Arundel,Hanover,MD,21076,POINT (-76.7208048 39.162079),-76.7208048,39.162079
L000736,Anne Arundel,Fort George G Meade,MD,20755,POINT (-76.7592422 39.1101309),-76.7592422,39.1101309
L000737,Charles,Hughesville,MD,20637,POINT (-76.773785 38.535383),-76.773785,38.535383
L000738,"Prince George's",Upper Marlboro,MD,20774,POINT (-76.8100874 38.8903361),-76.8100874,38.8903361
L000739,Howard,Ellicott City,MD,21042,POINT (-76.83207 39.276485),-76.83207,39.276485
L000740,"Prince George's",Andrews Air Force Base,MD,20762,POINT (-76.881164 38.811068),-76.881164,38.811068
L000741,Charles,Waldorf,MD,20603,POINT (-76.95159 38.622545),-76.95159,38.622545
L000742,"Prince George's",Fort Washington,MD,20744,POINT (-76.979721 38.757794),-76.979721,38.757794
L000743,District of Columbia,Washington,DC,20003,POINT (-76.985835 38.88411),-76.985835,38.88411
L000744,District of Columbia,Washington,DC,20002,POINT (-76.9924566 38.9025351),-76.9924566,38.9025351
L000745,Carroll,Westminster,MD,21157,POINT (-76.9964102 39.5793016),-76.9964102,39.5793016
L000746,Howard,Dayton,MD,21036,POINT (-77.000227 39.242016),-77.000227,39.242016
L000747,Cumberland,Mechanicsburg,PA,17050,POINT (-77.01976 40.240985),-77.01976,40.240985
L000748,Alexandria,Alexandria,VA,22314,POINT (-77.047585 38.807715),-77.047585,38.807715
L000749,Fairfax,Alexandria,VA,22308,POINT (-77.056662 38.728118),-77.056662,38.728118
L000750,Montgomery,Silver Spring,MD,20906,POINT (-77.0683461 39.0679087),-77.0683461,39.0679087
L000751,Montgomery,Chevy Chase,MD,20815,POINT (-77.07715 38.983575),-77.07715,38.983575
L000752,Montgomery,Kensington,MD,20895,POINT (-77.078231 39.030798),-77.078231,39.030798
L000753,Montgomery,Bethesda,MD,20814,POINT (-77.099577 38.992455),-77.099577,38.992455
L000754,Fairfax,Fort Belvoir,VA,22060,POINT (-77.142327 38.699268),-77.142327,38.699268
L000755,Fairfax,Mc Lean,VA,22101,POINT (-77.177005 38.93738),-77.177005,38.93738
L000756,Montgomery,Potomac,MD,20854,POINT (-77.1813604 39.0630893),-77.1813604,39.0630893
L000757,Cumberland,Carlisle,PA,17013,POINT (-77.19078 40.202425),-77.19078,40.202425
L000758,Montgomery,Gaithersburg,MD,20878,POINT (-77.2319824 39.1159608),-77.2319824,39.1159608
L000759,Fairfax,Springfield,VA,22152,POINT (-77.236627 38.7775),-77.236627,38.7775
L000760,Fairfax,Vienna,VA,22180,POINT (-77.256665 38.8966332),-77.256665,38.8966332
L000761,Fairfax,Burke,VA,22015,POINT (-77.2784775 38.7853912),-77.2784775,38.7853912
L000762,Prince William,Dumfries,VA,22025,POINT (-77.3548507 38.6122706),-77.3548507,38.6122706
L000763,Pitt,Winterville,NC,28590,POINT (-77.3990581 35.5364656),-77.3990581,35.5364656
L000764,Fairfax,Herndon,VA,20171,POINT (-77.405463 38.929188),-77.405463,38.929188
L000765,Frederick,Frederick,MD,21701,POINT (-77.409075 39.416495),-77.409075,39.416495
L000766,Stafford,Stafford,VA,22554,POINT (-77.410205 38.42543),-77.410205,38.42543
L000767,Stafford,Fredericksburg,VA,22405,POINT (-77.427524 38.321483),-77.427524,38.321483
L000768,Prince William,Manassas,VA,20111,POINT (-77.440737 38.763617),-77.440737,38.763617
L000769,Onslow,Mccutcheon Field,NC,28545,POINT (-77.445508 34.723558),-77.445508,34.723558
L000770,Spotsylvania,Fredericksburg,VA,22408,POINT (-77.4794317 38.2478282),-77.4794317,38.2478282
L000771,Loudoun,Chantilly,VA,20152,POINT (-77.51553 38.911731),-77.51553,38.911731
L000772,Frederick,Middletown,MD,21769,POINT (-77.550327 39.44396),-77.550327,39.44396
L000773,Loudoun,Aldie,VA,20105,POINT (-77.5724836 38.9439999),-77.5724836,38.9439999
L000774,Chesterfield,North Chesterfield,VA,23236,POINT (-77.57844 37.476002),-77.57844,37.476002
L000775,Goochland,Henrico,VA,23238,POINT (-77.617505 37.604068),-77.617505,37.604068
L000776,Albemarle,Charlottesville,VA,22901,POINT (-78.4827054 38.0735875),-78.4827054,38.0735875
L000777,Charlottesville,Charlottesville,VA,22903,POINT (-78.492625 38.03456),-78.492625,38.03456
L000778,Wake,Wake Forest,NC,27587,POINT (-78.51015 35.976815),-78.51015,35.976815
L000779,Wake,Raleigh,NC,27601,POINT (-78.63627 35.775485),-78.63627,35.775485
L000780,Cumberland,Fayetteville,NC,28312,POINT (-78.780926 35.019816),-78.780926,35.019816
L000781,Wake,Holly Springs,NC,27540,POINT (-78.8371904 35.6604412),-78.8371904,35.6604412
L000782,Cumberland,Fayetteville,NC,28305,POINT (-78.907852 35.054112),-78.907852,35.054112
L000783,Harnett,Spring Lake,NC,28390,POINT (-78.9769553 35.1704689),-78.9769553,35.1704689
L000784,Cumberland,Fort Bragg,NC,28307,POINT (-78.993979 35.148727),-78.993979,35.148727
L000785,Cumberland,Fort Bragg,NC,28310,POINT (-79.02776 35.15036),-79.02776,35.15036
L000786,Orange,Chapel Hill,NC,27516,POINT (-79.110216 35.922466),-79.110216,35.922466
L000787,Harnett,Sanford,NC,27332,POINT (-79.127412 35.385478),-79.127412,35.385478
L000788,Moore,Southern Pines,NC,28387,POINT (-79.3874396 35.1763738),-79.3874396,35.1763738
L000789,Allegheny,Pittsburgh,PA,15236,POINT (-79.9680569 40.3419348),-79.9680569,40.3419348
L000790,Berkeley,Hanahan,SC,29410,POINT (-80.003757 32.9289547),-80.003757,32.9289547
L000791,Charleston,Charleston Afb,SC,29404,POINT (-80.059581 32.898233),-80.059581,32.898233
L000792,Berkeley,Summerville,SC,29486,POINT (-80.137867 33.055919),-80.137867,33.055919
L000793,Miami-Dade,Miami,FL,33131,POINT (-80.1899616 25.7688751),-80.1899616,25.7688751
L000794,Brevard,Melbourne,FL,32904,POINT (-80.670667 28.071489),-80.670667,28.071489
L000795,Richland,Hopkins,SC,29061,POINT (-80.8482692 33.9350984),-80.8482692,33.9350984
L000796,Beaufort,Okatie,SC,29909,POINT (-80.9286463 32.3103139),-80.9286463,32.3103139
L000797,Orange,Winter Park,FL,32792,POINT (-81.3035506 28.6039904),-81.3035506,28.6039904
L000798,Collier,Naples,FL,34108,POINT (-81.8104106 26.2488463),-81.8104106,26.2488463
L000799,Hillsborough,Lithia,FL,33547,POINT (-82.145644 27.83611),-82.145644,27.83611
L000800,Hillsborough,Riverview,FL,33569,POINT (-82.3028476 27.8576854),-82.3028476,27.8576854
L000801,Hillsborough,Tampa,FL,33610,POINT (-82.3965069 27.9936758),-82.3965069,27.9936758
L000802,Hillsborough,Tampa,FL,33621,POINT (-82.48365 27.849742),-82.48365,27.849742
L000803,Sarasota,Sarasota,FL,34242,POINT (-82.5426978 27.2645496),-82.5426978,27.2645496
L000804,Houston,Warner Robins,GA,31088,POINT (-83.678955 32.57096),-83.678955,32.57096
L000805,Washtenaw,Ann Arbor,MI,48105,POINT (-83.703171 42.308582),-83.703171,42.308582
L000806,Washtenaw,Ann Arbor,MI,48103,POINT (-83.776575 42.273965),-83.776575,42.273965
L000807,Rockdale,Conyers,GA,30013,POINT (-83.9821302 33.6255758),-83.9821302,33.6255758
L000808,Greene,Fairborn,OH,45324,POINT (-84.022125 39.82405),-84.022125,39.82405
L000809,Montgomery,Dayton,OH,45458,POINT (-84.1588308 39.603969),-84.1588308,39.603969
L000810,DeKalb,Decatur,GA,30030,POINT (-84.2937 33.774551),-84.2937,33.774551
L000811,Hamilton,Cincinnati,OH,45243,POINT (-84.361765 39.18712),-84.361765,39.18712
L000812,Fulton,Atlanta,GA,30308,POINT (-84.380155 33.7735139),-84.380155,33.7735139
L000813,Bartow,Adairsville,GA,30103,POINT (-84.918675 34.376845),-84.918675,34.376845
L000814,Muscogee,Columbus,GA,31907,POINT (-84.9350481 32.4924598),-84.9350481,32.4924598
L000815,Lee,Smiths Station,AL,36877,POINT (-85.1007648 32.5338952),-85.1007648,32.5338952
L000816,Allen,Fort Wayne,IN,46802,POINT (-85.151162 41.073697),-85.151162,41.073697
L000817,Allen,Fort Wayne,IN,46818,POINT (-85.196375 41.136925),-85.196375,41.136925
L000818,Oldham,Goshen,KY,40026,POINT (-85.5643183 38.4170989),-85.5643183,38.4170989
L000819,Hardin,Elizabethtown,KY,42701,POINT (-85.85707 37.69646),-85.85707,37.69646
L000820,Meade,Fort Knox,KY,40121,POINT (-85.957126 37.897498),-85.957126,37.897498
L000821,Montgomery,Pike Road,AL,36064,POINT (-86.09499 32.3476),-86.09499,32.3476
L000822,Autauga,Prattville,AL,36067,POINT (-86.488131 32.481251),-86.488131,32.481251
L000823,Shelby,Pelham,AL,35124,POINT (-86.7845337 33.3206861),-86.7845337,33.3206861
L000824,Lake,Hobart,IN,46342,POINT (-87.2523 41.52783),-87.2523,41.52783
L000825,Escambia,Pensacola,FL,32506,POINT (-87.3196231 30.4083291),-87.3196231,30.4083291
L000826,Cook,Chicago,IL,60605,POINT (-87.6258427 41.8690108),-87.6258427,41.8690108
L000827,Cook,Evanston,IL,60201,POINT (-87.691935 42.05124),-87.691935,42.05124
L000828,Cook,Skokie,IL,60077,POINT (-87.75373 42.02925),-87.75373,42.02925
L000829,DuPage,Burr Ridge,IL,60527,POINT (-87.9351499 41.7552844),-87.9351499,41.7552844
L000830,Lake,Libertyville,IL,60048,POINT (-87.948577 42.285826),-87.948577,42.285826
L000831,DuPage,Lisle,IL,60532,POINT (-88.072705 41.79871),-88.072705,41.79871
L000832,Mobile,Mobile,AL,36619,POINT (-88.194895 30.592415),-88.194895,30.592415
L000833,DuPage,West Chicago,IL,60185,POINT (-88.203885 41.880125),-88.203885,41.880125
L000834,Champaign,Champaign,IL,61822,POINT (-88.2990407 40.0985139),-88.2990407,40.0985139
L000835,Madison,Saint Jacob,IL,62281,POINT (-89.7833925 38.7052015),-89.7833925,38.7052015
L000836,Plaquemines,Belle Chasse,LA,70037,POINT (-89.9907848 29.855449),-89.9907848,29.855449
L000837,Rock Island,Rock Island,IL,61201,POINT (-90.572925 41.50521),-90.572925,41.50521
L000838,Texas,Summersville,MO,65571,POINT (-91.6641814 37.1786339),-91.6641814,37.1786339
L000839,Pulaski,Saint Robert,MO,65584,POINT (-92.138205 37.814835),-92.138205,37.814835
L000840,Pulaski,Waynesville,MO,65583,POINT (-92.224482 37.817179),-92.224482,37.817179
L000841,Pulaski,Little Rock,AR,72207,POINT (-92.3452839 34.7693704),-92.3452839,34.7693704
L000842,Marion,Pella,IA,50219,POINT (-92.9164092 41.4115429),-92.9164092,41.4115429
L000843,Hennepin,Minneapolis,MN,55408,POINT (-93.288289 44.946592),-93.288289,44.946592
L000844,Caddo,Shreveport,LA,71106,POINT (-93.7472183 32.4283259),-93.7472183,32.4283259
L000845,Platte,Platte City,MO,64079,POINT (-94.77962 39.36557),-94.77962,39.36557
L000846,Leavenworth,Lansing,KS,66043,POINT (-94.910863 39.250283),-94.910863,39.250283
L000847,Galveston,Dickinson,TX,77539,POINT (-95.05013 29.465695),-95.05013,29.465695
L000848,Harris,Houston,TX,77002,POINT (-95.369775 29.752455),-95.369775,29.752455
L000849,Harris,Houston,TX,77057,POINT (-95.48392 29.73305),-95.48392,29.73305
L000850,Harris,Hockley,TX,77447,POINT (-95.7758946 30.0780333),-95.7758946,30.0780333
L000851,Sarpy,Bellevue,NE,68123,POINT (-95.9518445 41.1217288),-95.9518445,41.1217288
L000852,Douglas,Omaha,NE,68135,POINT (-96.188357 41.200317),-96.188357,41.200317
L000853,Collin,Plano,TX,75074,POINT (-96.69951 33.01967),-96.69951,33.01967
L000854,Collin,Mckinney,TX,75071,POINT (-96.7095692 33.2106389),-96.7095692,33.2106389
L000855,Denton,Little Elm,TX,75068,POINT (-96.9033187 33.1727666),-96.9033187,33.1727666
L000856,Tarrant,Bedford,TX,76022,POINT (-97.146894 32.834422),-97.146894,32.834422
L000857,Tarrant,Southlake,TX,76092,POINT (-97.148347 32.953503),-97.148347,32.953503
L000858,Sedgwick,Wichita,KS,67218,POINT (-97.276985 37.672475),-97.276985,37.672475
L000859,Nueces,Corpus Christi,TX,78412,POINT (-97.3636795 27.7040957),-97.3636795,27.7040957
L000860,Nueces,Corpus Christi,TX,78414,POINT (-97.3695925 27.6650473),-97.3695925,27.6650473
L000861,Williamson,Round Rock,TX,78681,POINT (-97.7168703 30.513895),-97.7168703,30.513895
L000862,Bell,Killeen,TX,76542,POINT (-97.74709 31.09733),-97.74709,31.09733
L000863,Travis,Austin,TX,78748,POINT (-97.8198863 30.1628868),-97.8198863,30.1628868
L000864,Travis,Leander,TX,78641,POINT (-97.8755601 30.5589571),-97.8755601,30.5589571
L000865,Garfield,Enid,OK,73703,POINT (-97.919657 36.402522),-97.919657,36.402522
L000866,Wilson,La Vernia,TX,78121,POINT (-98.10932 29.338694),-98.10932,29.338694
L000867,Bexar,San Antonio,TX,78258,POINT (-98.4886938 29.6378465),-98.4886938,29.6378465
L000868,Wichita,Wichita Falls,TX,76310,POINT (-98.5643777 33.843752),-98.5643777,33.843752
L000869,Bexar,San Antonio,TX,78251,POINT (-98.6726858 29.4589919),-98.6726858,29.4589919
L000870,Bexar,San Antonio,TX,78254,POINT (-98.7070962 29.5294075),-98.7070962,29.5294075
